studyTitle,studyYear,studyJournal,studyVolume,studyPages,eventDate,eventYear,eventLocation.country,eventLocation.degreesLat,eventLocation.minutesLat,eventLocation.secondsLat,eventLocation.degreesLon,eventLocation.minutesLon,eventLocation.secondsLon,lat,long,vertebrateClass,speciesName,Egg,Larva,Juvenile,Adult,speciesAffectedType,populationType,screeningReason,numInvolved,totalAnimalsTested,totalAnimalsConfirmedInfected,totalAnimalsConfirmedDiseased,Isolation,EM,PCR,qPCR,Sequencing,genBankAccessionNumbers,ranaSpecies,Year,speciesGenus,Genus,Order,Family
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,46,58,1.56,16,30,29.52,46.9671,16.5082,amphibian,Bufo bufo,0,0,1,1,native,wild,routine,NA,1,1,NA,0,0,0,1,0,NA,NA,2020,Bufo,Bufo,Anura,Bufonidae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,5,58.56,16,36,55.8,47.0996,16.6155,amphibian,Triturus dobrogicus,0,0,1,1,native,wild,routine,NA,1,1,NA,0,0,0,1,0,NA,NA,2020,Triturus,Triturus,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,5,58.56,16,36,55.8,47.0996,16.6155,amphibian,Triturus carnifex,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2020,Triturus,Triturus,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,21,23.76,16,30,31.32,47.3566,16.5087,amphibian,Bombina variegata,0,0,1,1,native,wild,routine,NA,6,0,NA,0,0,0,1,0,NA,NA,2020,Bombina,Bombina,Anura,Bombinatoridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,46,38,56.4,17,9,47.16,46.649,17.1631,amphibian,Triturus dobrogicus,0,0,1,1,native,wild,routine,NA,2,2,NA,0,0,0,1,0,NA,NA,2020,Triturus,Triturus,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,46,13,30.72,17,3,46.08,46.2252,17.0628,amphibian,Triturus dobrogicus,0,0,1,1,native,wild,routine,NA,2,2,NA,0,0,0,1,0,NA,NA,2020,Triturus,Triturus,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,21,11.16,17,46,44.76,47.3531,17.7791,amphibian,Bufo bufo,0,0,1,1,native,wild,routine,NA,1,1,NA,0,0,0,1,0,NA,NA,2020,Bufo,Bufo,Anura,Bufonidae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,16,7.32,17,41,41.28,47.2687,17.6948,amphibian,Bufo bufo,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2020,Bufo,Bufo,Anura,Bufonidae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,10,58.8,17,40,57.36,47.183,17.6826,amphibian,Bombina variegata,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2020,Bombina,Bombina,Anura,Bombinatoridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,17,37.32,17,45,7.2,47.2937,17.752,amphibian,Bombina variegata,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2020,Bombina,Bombina,Anura,Bombinatoridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,0,34.2,17,37,49.08,47.0095,17.6303,amphibian,Bufo bufo,0,0,1,1,native,wild,routine,NA,2,0,NA,0,0,0,1,0,NA,NA,2020,Bufo,Bufo,Anura,Bufonidae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,0,34.2,17,37,49.08,47.0095,17.6303,amphibian,Triturus dobrogicus,0,0,1,1,native,wild,routine,NA,2,0,NA,0,0,0,1,0,NA,NA,2020,Triturus,Triturus,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,46,55,1.92,17,51,52.92,46.9172,17.8647,amphibian,Triturus dobrogicus,0,0,1,1,native,wild,routine,NA,6,2,NA,0,0,0,1,0,NA,NA,2020,Triturus,Triturus,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,46,54,33.12,17,50,57.12,46.9092,17.8492,amphibian,Bufo bufo,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2020,Bufo,Bufo,Anura,Bufonidae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,46,5,35.52,18,8,29.04,46.0932,18.1414,amphibian,Bufo bufo,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2020,Bufo,Bufo,Anura,Bufonidae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,46,12,54,18,36,41.4,46.215,18.6115,amphibian,Bombina variegata,0,0,1,1,native,wild,routine,NA,2,0,NA,0,0,0,1,0,NA,NA,2020,Bombina,Bombina,Anura,Bombinatoridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,46,12,54,18,36,41.4,46.215,18.6115,amphibian,Bufo bufo,0,0,1,1,native,wild,routine,NA,2,2,NA,0,0,0,1,0,NA,NA,2020,Bufo,Bufo,Anura,Bufonidae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,16,14.16,18,43,37.92,47.2706,18.7272,amphibian,Triturus dobrogicus,0,0,1,1,native,wild,routine,NA,1,1,NA,0,0,0,1,0,NA,NA,2020,Triturus,Triturus,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,46,58,6.96,18,56,58.2,46.9686,18.9495,amphibian,Bombina bombina,0,0,1,1,native,wild,routine,NA,2,0,NA,0,0,0,1,0,NA,NA,2020,Bombina,Bombina,Anura,Bombinatoridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,46,42,57.24,19,23,27.6,46.7159,19.391,amphibian,Triturus dobrogicus,0,0,1,1,native,wild,routine,NA,2,0,NA,0,0,0,1,0,NA,NA,2020,Triturus,Triturus,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,4,2.28,19,17,6.36,47.0673,19.2851,amphibian,Triturus dobrogicus,0,0,1,1,native,wild,routine,NA,9,4,NA,0,0,0,1,0,NA,NA,2020,Triturus,Triturus,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,16,33.6,19,12,42.84,47.276,19.2119,amphibian,Triturus dobrogicus,0,0,1,1,native,wild,routine,NA,9,4,NA,0,0,0,1,0,NA,NA,2020,Triturus,Triturus,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,34,12,18,56,24,47.57,18.94,amphibian,Salamandra salamandra,0,0,1,1,native,wild,routine,NA,10,3,NA,0,0,0,1,0,NA,NA,2020,Salamandra,Salamandra,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,45,36,18,54,36,47.76,18.91,amphibian,Salamandra salamandra,0,0,1,1,native,wild,routine,NA,3,0,NA,0,0,0,1,0,NA,NA,2020,Salamandra,Salamandra,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,53,23.28,18,58,52.68,47.8898,18.9813,amphibian,Salamandra salamandra,0,0,1,1,native,wild,routine,NA,4,1,NA,0,0,0,1,0,NA,NA,2020,Salamandra,Salamandra,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,43,12,19,3,36,47.72,19.06,amphibian,Bombina variegata,0,0,1,1,native,wild,routine,NA,4,0,NA,0,0,0,1,0,NA,NA,2020,Bombina,Bombina,Anura,Bombinatoridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,59,24,19,30,36,47.99,19.51,amphibian,Salamandra salamandra,0,0,1,1,native,wild,routine,NA,5,0,NA,0,0,0,1,0,NA,NA,2020,Salamandra,Salamandra,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,54,0,20,3,0,47.9,20.05,amphibian,Salamandra salamandra,0,0,1,1,native,wild,routine,NA,2,2,NA,0,0,0,1,0,NA,NA,2020,Salamandra,Salamandra,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,48,28,23.16,20,32,34.08,48.4731,20.5428,amphibian,Triturus dobrogicus,0,0,1,1,native,wild,routine,NA,10,5,NA,0,0,0,1,0,NA,NA,2020,Triturus,Triturus,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,48,23,44.88,20,44,27.96,48.3958,20.7411,amphibian,Bufo bufo,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2020,Bufo,Bufo,Anura,Bufonidae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,48,33,10.08,21,27,9.72,48.5528,21.4527,amphibian,Salamandra salamandra,0,0,1,1,native,wild,routine,NA,1,1,NA,0,0,0,1,0,NA,NA,2020,Salamandra,Salamandra,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,48,22,4.08,21,34,32.88,48.3678,21.5758,amphibian,Triturus dobrogicus,0,0,1,1,native,wild,routine,NA,9,4,NA,0,0,0,1,0,NA,NA,2020,Triturus,Triturus,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,48,19,16.32,21,15,10.8,48.3212,21.253,amphibian,Salamandra salamandra,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2020,Salamandra,Salamandra,Urodela,Salamandridae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,48,18,50.76,21,20,4.92,48.3141,21.3347,amphibian,Bufo bufo,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2020,Bufo,Bufo,Anura,Bufonidae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,37,14.88,21,4,36.12,47.6208,21.0767,amphibian,Pelophylax esculentus,0,0,1,1,native,wild,routine,NA,8,0,NA,0,0,0,1,0,NA,NA,2020,Pelophylax,Pelophylax,Anura,Ranidae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,27,51.30144,21,6,24.46812,47.4642504,21.1067967,amphibian,Pelophylax ridibundus,0,0,1,1,native,wild,routine,NA,2,0,NA,0,0,0,1,0,NA,NA,2020,Pelophylax,Pelophylax,Anura,Ranidae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,47,26,43.08,21,10,10.92,47.4453,21.1697,amphibian,Pelophylax esculentus,0,0,1,1,native,wild,routine,NA,5,0,NA,0,0,0,1,0,NA,NA,2020,Pelophylax,Pelophylax,Anura,Ranidae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,46,28,14.88,20,37,24.6,46.4708,20.6235,amphibian,Pelophylax ridibundus,0,0,1,1,native,wild,routine,NA,5,1,NA,0,0,0,1,0,NA,NA,2020,Pelophylax,Pelophylax,Anura,Ranidae
First detection of Ranavirus infection in amphibians in Hungary,2020,Herpetology Notes,13,213-217,01/01/2020,2020,Hungary,46,54,47.16,16,11,31.2,46.9131,16.192,amphibian,Triturus dobrogicus,0,0,1,1,native,wild,routine,NA,4,2,NA,0,0,0,1,0,NA,NA,2020,Triturus,Triturus,Urodela,Salamandridae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Ambystoma talpoideum,0,1,0,1,native,wild,routine,NA,80,42,NA,0,0,0,1,0,NA,NA,2013,Ambystoma,Ambystoma,Urodela,Ambystomatidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Ambystoma opacum,0,1,0,1,native,wild,routine,NA,61,28,NA,0,0,0,1,0,NA,NA,2013,Ambystoma,Ambystoma,Urodela,Ambystomatidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Ambystoma tigrinum,0,1,0,1,native,wild,routine,NA,49,42,NA,0,0,0,1,0,NA,NA,2013,Ambystoma,Ambystoma,Urodela,Ambystomatidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Notophthalmus viridescens,0,1,0,1,native,wild,routine,NA,1,1,NA,0,0,0,1,0,NA,NA,2013,Notophthalmus,Notophthalmus,Urodela,Salamandridae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Plethodon colobryonis,0,1,0,1,native,wild,routine,NA,3,2,NA,0,0,0,1,0,NA,NA,2013,Plethodon,Plethodon,Urodela,Plethodontidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Pseudotriton ruber,0,1,0,1,native,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2013,Pseudotriton,Pseudotriton,Urodela,Plethodontidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Eurycea quadridigitata,0,1,0,1,native,wild,routine,NA,2,0,NA,0,0,0,1,0,NA,NA,2013,Eurycea,Eurycea,Urodela,Plethodontidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Scaphiopus holbrookii,0,1,0,1,native,wild,routine,NA,95,32,NA,0,0,0,1,0,NA,NA,2013,Scaphiopus,Scaphiopus,Anura,Scaphiopodidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Anaxyrus terrestris,0,1,0,1,native,wild,routine,NA,218,77,NA,0,0,0,1,0,NA,NA,2013,Anaxyrus,Anaxyrus,Anura,Bufonidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Gastrophryne carlonensis,0,1,0,1,native,wild,routine,NA,99,14,NA,0,0,0,1,0,NA,NA,2013,Gastrophryne,Gastrophryne,Anura,Microhylidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Acris gryllus,0,1,0,1,native,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2013,Acris,Acris,Anura,Hylidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Pseudacris crucifer,0,1,0,1,native,wild,routine,NA,39,4,NA,0,0,0,1,0,NA,NA,2013,Pseudacris,Pseudacris,Anura,Hylidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Pseudacris ornata,0,1,0,1,native,wild,routine,NA,28,28,NA,0,0,0,1,0,NA,NA,2013,Pseudacris,Pseudacris,Anura,Hylidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Hyla cinerea,0,1,0,1,native,wild,routine,NA,23,8,NA,0,0,0,1,0,NA,NA,2013,Hyla,Hyla,Anura,Hylidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Hyla gratiosa,0,1,0,1,native,wild,routine,NA,2,0,NA,0,0,0,1,0,NA,NA,2013,Hyla,Hyla,Anura,Hylidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Hyla femoralis,0,1,0,1,native,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2013,Hyla,Hyla,Anura,Hylidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Hyla squirella,0,1,0,1,native,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2013,Hyla,Hyla,Anura,Hylidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Hyla chrysoscelis,0,1,0,1,native,wild,routine,NA,2,2,NA,0,0,0,1,0,NA,NA,2013,Hyla,Hyla,Anura,Hylidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Lithobates catesbieana,0,1,0,1,native,wild,routine,NA,73,21,NA,0,0,0,1,0,NA,NA,2013,Lithobates,Rana,Anura,Ranidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Lithobates clamitans,0,1,0,1,native,wild,routine,NA,41,14,NA,0,0,0,1,0,NA,NA,2013,Lithobates,Rana,Anura,Ranidae
"Patterns of amphibian infection prevalence across wetlands on the Savannah River Site, South Carolina, USA.",2016,Diseases of Aquatic Organisms,121,1--14,07/01/2013,2013,USA,33,32,57.9984,-81,43,14.0016,33.549444,-81.720556,amphibian,Lithobates sphenocephalus,0,1,0,1,native,wild,routine,NA,168,54,NA,0,0,0,1,0,NA,NA,2013,Lithobates,Rana,Anura,Ranidae
Molecular characterization of iridoviruses isolated from sympatric amphibians and fish,1999,Virus Research,63,45-52,06/05/1996,1996,USA,41,17,30.809724,-124,5,1.90644,41.29189159,-124.0838629,fish,Gasterosteus aculeatus,0,0,0,1,native,wild,mortality,NA,5,1,NA,1,0,1,0,0,NA,NA,1996,Gasterosteus,Gasterosteus,Gasterosteiformes,Gasterosteidae
Molecular characterization of iridoviruses isolated from sympatric amphibians and fish,1999,Virus Research,63,45-53,06/05/1996,1996,USA,41,17,30.809724,-124,5,1.90644,41.29189159,-124.0838629,amphibian,Rana aurora,0,1,0,0,native,wild,mortality,NA,4,1,NA,1,0,1,0,0,NA,NA,1996,Rana,Rana,Anura,Ranidae
Molecular characterization of iridoviruses isolated from sympatric amphibians and fish,1999,Virus Research,63,45-54,06/05/1996,1996,USA,41,17,30.809724,-124,5,1.90644,41.29189159,-124.0838629,amphibian,Bufo boreas,0,1,0,0,native,wild,mortality,NA,6,0,NA,1,0,1,0,0,NA,NA,1996,Bufo,Bufo,Anura,Bufonidae
Molecular characterization of iridoviruses isolated from sympatric amphibians and fish,1999,Virus Research,63,45-55,06/05/1996,1996,USA,41,17,30.809724,-124,5,1.90644,41.29189159,-124.0838629,amphibian,Pseudacris regilla,0,1,0,0,native,wild,mortality,NA,10,0,NA,1,0,1,0,0,NA,NA,1996,Pseudacris,Pseudacris,Anura,Hylidae
Isolation and characterization of an iridovirus from Hermann's tortoises (Testudo hermanni),1999,Archives of Virology,144,1909-1922,09/01/1996,1996,Switzerland,46,49,59.9988,8,19,59.9988,46.833333,8.333333,reptile,Testudo hermanii,0,0,1,0,introduced,zoological,mortality,7,2,2,7,1,1,1,0,0,NA,NA,1996,Testudo,Testudo,Testudines,Testudinidae
First detection of ranavirus in Lithobates pipiens in Quebec,2011,Herpetological Review,42,211-214,08/01/2007,2007,Canada,45,38,51.72,-73,26,6,45.6477,-73.435,amphibian,Lithobates pipiens,0,0,1,1,native,wild,routine,275,20,17,NA,0,1,1,0,1,NA,FV3,2007,Lithobates,Rana,Anura,Ranidae
